Device Name,Variant Grams,Vendor,Variant SKU,Variant Inventory Tracker,Status,Variant Type,Variant Price
ultra-low-power-solar-lorawan-gateway-sg50,324.22,Milesight,'123003804,shopify,Active,Hardware,199
ultra-low-power-solar-lorawan-gateway-sg50,324.22,Milesight,'123003805,shopify,Active,Hardware,199
ultra-low-power-solar-lorawan-gateway-sg50,324.22,Milesight,'123003806,shopify,Active,Hardware,199
ultra-low-power-solar-lorawan-gateway-sg50,324.22,Milesight,'123003807,shopify,Active,Hardware,199
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003808,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003809,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003810,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003811,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003812,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003813,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003814,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003815,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003816,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003817,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003818,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003819,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003820,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003821,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003822,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003823,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003824,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003825,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003826,shopify,Active,Hardware,1322
milesight-iot-weather-station-wts-series,3412.09,Milesight,'123003827,shopify,Active,Hardware,1322
milesight-9-in-1-indoor-air-quality-sensor-307-307k,1112.09,Milesight,'123003828,shopify,InActive,Hardware,498
milesight-9-in-1-indoor-air-quality-sensor-307-307l,3332.89,Milesight,'123003829,shopify,Active,Hardware,345
milesight-9-in-1-indoor-air-quality-sensor-307-307l,3332.89,Milesight,'123003830,shopify,Active,Hardware,345
milesight-9-in-1-indoor-air-quality-sensor-307-307l,3332.89,Milesight,'123003831,shopify,Active,Hardware,345
milesight-9-in-1-indoor-air-quality-sensor-307-307l,3332.89,Milesight,'123003832,shopify,Active,Hardware,345
milesight-9-in-1-indoor-air-quality-sensor-307-307l,3332.89,Milesight,'123003833,shopify,Active,Hardware,345
milesight-9-in-1-indoor-air-quality-sensor-307-307l,3332.89,Milesight,'123003834,shopify,Active,Hardware,345
milesight-9-in-1-indoor-air-quality-sensor-307-307l,3332.89,Milesight,'123003835,shopify,Active,Hardware,345
milesight-9-in-1-indoor-air-quality-sensor-307-307l,3332.89,Milesight,'123003836,shopify,Active,Hardware,345
milesight-9-in-1-indoor-air-quality-sensor-307-307l,3332.89,Milesight,'123003837,shopify,Active,Hardware,345
milesight-9-in-1-indoor-air-quality-sensor-307-307l,3332.89,Milesight,'123003838,shopify,Active,Hardware,345
milesight-9-in-1-indoor-air-quality-sensor-307-307l,3332.89,Milesight,'123003839,shopify,Active,Hardware,345
milesight-9-in-1-indoor-air-quality-sensor-307-307l,3332.89,Milesight,'123003840,shopify,Active,Hardware,345
milesight-9-in-1-indoor-air-quality-sensor-307-307l,3332.89,Milesight,'123003841,shopify,Active,Hardware,345
milesight-9-in-1-indoor-air-quality-sensor-307-307l,3332.89,Milesight,'123003842,shopify,Active,Hardware,345
milesight-9-in-1-indoor-air-quality-sensor-307-307l,3332.89,Milesight,'123003843,shopify,Active,Hardware,345
milesight-9-in-1-indoor-air-quality-sensor-307-307l,3332.89,Milesight,'123003844,shopify,Active,Hardware,345
milesight-9-in-1-indoor-air-quality-sensor-307-307m,1223.44,Milesight,'123003845,shopify,InActive,Hardware,498
portable-electric-outlet-switch-ws523,765.98,Milesight,'123003846,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws523,765.98,Milesight,'123003847,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws523,765.98,Milesight,'123003848,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws523,765.98,Milesight,'123003849,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws523,765.98,Milesight,'123003850,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws523,765.98,Milesight,'123003851,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws523,765.98,Milesight,'123003852,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws523,765.98,Milesight,'123003853,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws523,765.98,Milesight,'123003854,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws523,765.98,Milesight,'123003855,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws523,765.98,Milesight,'123003856,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws523,765.98,Milesight,'123003857,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws524,6971.22,Milesight,'123003858,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws524,6971.22,Milesight,'123003859,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws524,6971.22,Milesight,'123003860,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws524,6971.22,Milesight,'123003861,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws524,6971.22,Milesight,'123003862,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws524,6971.22,Milesight,'123003863,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws525,1132.11,Milesight,'123003864,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws525,1132.11,Milesight,'123003865,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws525,1132.11,Milesight,'123003866,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws525,1132.11,Milesight,'123003867,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws525,1132.11,Milesight,'123003868,shopify,Active,Hardware,498
portable-electric-outlet-switch-ws525,1132.11,Milesight,'123003869,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug55,1450.99,Milesight,'123003870,shopify,InActive,Hardware,498
milesight-industrial-lorawan-gateway-ug56,2312.19,Milesight,'123003871,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug56,2312.19,Milesight,'123003872,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug56,2312.19,Milesight,'123003873,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug56,2312.19,Milesight,'123003874,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug56,2312.19,Milesight,'123003875,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug56,2312.19,Milesight,'123003876,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug56,2312.19,Milesight,'123003877,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug56,2312.19,Milesight,'123003878,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug56,2312.19,Milesight,'123003879,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug56,2312.19,Milesight,'123003880,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug56,2312.19,Milesight,'123003881,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug56,2312.19,Milesight,'123003882,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug56,2312.19,Milesight,'123003883,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug57,2951.24,Milesight,'123003884,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug57,2951.24,Milesight,'123003885,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug57,2951.24,Milesight,'123003886,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug57,2951.24,Milesight,'123003887,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug57,2951.24,Milesight,'123003888,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug57,2951.24,Milesight,'123003889,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug57,2951.24,Milesight,'123003890,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug57,2951.24,Milesight,'123003891,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug58,1121.99,Milesight,'123003892,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug58,1121.99,Milesight,'123003893,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug58,1121.99,Milesight,'123003894,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug58,1121.99,Milesight,'123003895,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug58,1121.99,Milesight,'123003896,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug58,1121.99,Milesight,'123003897,shopify,Active,Hardware,498
milesight-industrial-lorawan-gateway-ug59,1726.22,Milesight,'123003898,shopify,InActive,Hardware,498
milesight-mini-industrial-router-4g-ur41,1141.11,Milesight,'123003899,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur41,1141.11,Milesight,'123003900,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur41,1141.11,Milesight,'123003901,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur41,1141.11,Milesight,'123003902,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur41,1141.11,Milesight,'123003903,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur41,1141.11,Milesight,'123003904,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur41,1141.11,Milesight,'123003905,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur42,942.11,Milesight,'123003906,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur42,942.11,Milesight,'123003907,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur42,942.11,Milesight,'123003908,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur42,942.11,Milesight,'123003909,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur42,942.11,Milesight,'123003910,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur42,942.11,Milesight,'123003911,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur42,942.11,Milesight,'123003912,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur42,942.11,Milesight,'123003913,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur42,942.11,Milesight,'123003914,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur42,942.11,Milesight,'123003915,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur43,1725.25,Milesight,'123003916,shopify,InActive,Hardware,498
milesight-mini-industrial-router-4g-ur44,1724.24,Milesight,'123003917,shopify,InActive,Hardware,498
milesight-mini-industrial-router-4g-ur45,3421.28,Milesight,'123003918,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur45,3421.28,Milesight,'123003919,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur45,3421.28,Milesight,'123003920,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur45,3421.28,Milesight,'123003921,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur45,3421.28,Milesight,'123003922,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur45,3421.28,Milesight,'123003923,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur45,3421.28,Milesight,'123003924,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur45,3421.28,Milesight,'123003925,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur45,3421.28,Milesight,'123003926,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur46,1129.54,Milesight,'123003927,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur46,1129.54,Milesight,'123003928,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur46,1129.54,Milesight,'123003929,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur46,1129.54,Milesight,'123003930,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur46,1129.54,Milesight,'123003931,shopify,Active,Hardware,498
milesight-mini-industrial-router-4g-ur47,1723.23,Milesight,'123003932,shopify,InActive,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003933,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003934,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003935,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003936,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003937,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003938,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003939,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003940,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003941,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003942,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003943,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003944,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003945,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003946,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003947,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003948,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003949,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003950,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003951,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em310-udl,3343.19,Milesight,'123003952,shopify,Active,Hardware,498
milesight-ultrasonic-distance-sensor-em410-udl,3343.19,Milesight,'123003953,shopify,InActive,Hardware,498
milesight-tilt-sensor-em320-tilt,789.77,Milesight,'123003954,shopify,Active,Hardware,498
milesight-tilt-sensor-em320-tilt,789.77,Milesight,'123003955,shopify,Active,Hardware,498
milesight-tilt-sensor-em320-tilt,789.77,Milesight,'123003956,shopify,Active,Hardware,498
milesight-tilt-sensor-em320-tilt,789.77,Milesight,'123003957,shopify,Active,Hardware,498
milesight-tilt-sensor-em320-tilt,789.77,Milesight,'123003958,shopify,Active,Hardware,498
milesight-tilt-sensor-em320-tilt,789.77,Milesight,'123003959,shopify,Active,Hardware,498
milesight-tilt-sensor-em320-tilt,789.77,Milesight,'123003960,shopify,Active,Hardware,498
milesight-tilt-sensor-em320-tilt,789.77,Milesight,'123003961,shopify,Active,Hardware,498
milesight-tilt-sensor-em310-tilt,1787.22,Milesight,'123003962,shopify,Active,Hardware,498
milesight-tilt-sensor-em410-tilt,1789.98,Milesight,'123003963,shopify,InActive,Hardware,498
milesight-tilt-sensor-em510-tilt,2322.12,Milesight,'123003964,shopify,Active,Hardware,498
milesight-tilt-sensor-em510-tilt,2322.12,Milesight,'123003965,shopify,Active,Hardware,498
milesight-tilt-sensor-em510-tilt,2322.12,Milesight,'123003966,shopify,Active,Hardware,498
milesight-tilt-sensor-em510-tilt,2322.12,Milesight,'123003967,shopify,Active,Hardware,498
milesight-tilt-sensor-em510-tilt,2322.12,Milesight,'123003968,shopify,Active,Hardware,498
milesight-tilt-sensor-em510-tilt,2322.12,Milesight,'123003969,shopify,Active,Hardware,498
milesight-tilt-sensor-em510-tilt,2322.12,Milesight,'123003970,shopify,Active,Hardware,498
milesight-tilt-sensor-em510-tilt,2322.12,Milesight,'123003971,shopify,Active,Hardware,498
milesight-tilt-sensor-em510-tilt,2322.12,Milesight,'123003972,shopify,Active,Hardware,498
milesight-tilt-sensor-em510-tilt,2322.12,Milesight,'123003973,shopify,Active,Hardware,498
milesight-tilt-sensor-em510-tilt,2322.12,Milesight,'123003974,shopify,Active,Hardware,498
milesight-tilt-sensor-em510-tilt,2322.12,Milesight,'123003975,shopify,Active,Hardware,498
milesight-tilt-sensor-em510-tilt,2322.12,Milesight,'123003976,shopify,Active,Hardware,498
milesight-tilt-sensor-em510-tilt,2322.12,Milesight,'123003977,shopify,Active,Hardware,498
milesight-tilt-sensor-em510-tilt,2322.12,Milesight,'123003978,shopify,Active,Hardware,498
milesight-temperature-humidity-sensor-em320-th,2222.29,Milesight,'123003979,shopify,InActive,Hardware,498
milesight-5g-cellular-router-ur75,212,Milesight,'123003980,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur75,212,Milesight,'123003981,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur75,212,Milesight,'123003982,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur75,212,Milesight,'123003983,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur75,212,Milesight,'123003984,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur75,212,Milesight,'123003985,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur75,212,Milesight,'123003986,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur75,212,Milesight,'123003987,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur76,321.12,Milesight,'123003988,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur76,321.12,Milesight,'123003989,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur76,321.12,Milesight,'123003990,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur76,321.12,Milesight,'123003991,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur76,321.12,Milesight,'123003992,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur77,543.22,Milesight,'123003993,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur77,543.22,Milesight,'123003994,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur77,543.22,Milesight,'123003995,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur77,543.22,Milesight,'123003996,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur77,543.22,Milesight,'123003997,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur77,543.22,Milesight,'123003998,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur77,543.22,Milesight,'123003999,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur77,543.22,Milesight,'123004000,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur77,543.22,Milesight,'123004001,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur77,543.22,Milesight,'123004002,shopify,Active,Hardware,498
milesight-5g-cellular-router-ur78,1903.03,Milesight,'123004003,shopify,InActive,Hardware,498
milesight-5g-cellular-router-ur79,1902.02,Milesight,'123004004,shopify,InActive,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004005,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004006,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004007,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004008,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004009,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004010,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004011,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004012,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004013,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004014,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004015,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004016,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004017,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004018,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004019,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004020,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004021,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004022,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004023,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004024,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004025,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004026,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004027,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004028,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004029,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004030,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004031,shopify,Active,Hardware,498
milesight-em500-co2-sensor,1198.65,Milesight,'123004032,shopify,Active,Hardware,498
milesight-modbus-to-lorawan-iot-controller-uc100,1989.2,Milesight,'123004033,shopify,InActive,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004034,shopify,Active,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004035,shopify,Active,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004036,shopify,Active,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004037,shopify,Active,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004038,shopify,Active,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004039,shopify,Active,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004040,shopify,Active,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004041,shopify,Active,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004042,shopify,Active,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004043,shopify,Active,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004044,shopify,Active,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004045,shopify,Active,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004046,shopify,Active,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004047,shopify,Active,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004048,shopify,Active,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004049,shopify,Active,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004050,shopify,Active,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004051,shopify,Active,Hardware,498
milesight-light-sensor-em500-lgt,122.11,Milesight,'123004052,shopify,Active,Hardware,498
milesight-light-sensor-em600-lgt,122.11,Milesight,'123004053,shopify,Active,Hardware,498
milesight-light-sensor-em600-lgt,122.11,Milesight,'123004054,shopify,Active,Hardware,498
milesight-light-sensor-em600-lgt,122.11,Milesight,'123004055,shopify,Active,Hardware,498
milesight-light-sensor-em600-lgt,122.11,Milesight,'123004056,shopify,Active,Hardware,498
milesight-light-sensor-em600-lgt,122.11,Milesight,'123004057,shopify,Active,Hardware,498
milesight-light-sensor-em600-lgt,122.11,Milesight,'123004058,shopify,Active,Hardware,498
milesight-light-sensor-em600-lgt,122.11,Milesight,'123004059,shopify,Active,Hardware,498
milesight-light-sensor-em700-lgt,1947.23,Milesight,'123004060,shopify,InActive,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004061,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004062,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004063,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004064,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004065,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004066,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004067,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004068,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004069,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004070,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004071,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004072,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004073,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004074,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004075,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004076,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004077,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004078,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004079,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004080,shopify,Active,Hardware,498
milesight-light-sensor-em800-lgt,122.11,Milesight,'123004081,shopify,Active,Hardware,498
milesight-light-sensor-em900-lgt,122.11,Milesight,'123004082,shopify,Active,Hardware,498
milesight-light-sensor-em900-lgt,122.11,Milesight,'123004083,shopify,Active,Hardware,498
milesight-light-sensor-em900-lgt,122.11,Milesight,'123004084,shopify,Active,Hardware,498
milesight-light-sensor-em900-lgt,122.11,Milesight,'123004085,shopify,Active,Hardware,498
milesight-light-sensor-em900-lgt,122.11,Milesight,'123004086,shopify,Active,Hardware,498
milesight-light-sensor-em900-lgt,122.11,Milesight,'123004087,shopify,Active,Hardware,498
milesight-light-sensor-em900-lgt,122.11,Milesight,'123004088,shopify,Active,Hardware,498
milesight-light-sensor-em900-lgt,122.11,Milesight,'123004089,shopify,Active,Hardware,498
milesight-light-sensor-em900-lgt,122.11,Milesight,'123004090,shopify,Active,Hardware,498
milesight-light-sensor-em900-lgt,122.11,Milesight,'123004091,shopify,Active,Hardware,498
milesight-light-sensor-em900-lgt,122.11,Milesight,'123004092,shopify,Active,Hardware,498
milesight-light-sensor-em900-lgt,122.11,Milesight,'123004093,shopify,Active,Hardware,498
milesight-light-sensor-em900-lgt,122.11,Milesight,'123004094,shopify,Active,Hardware,498
milesight-light-sensor-em900-lgt,122.11,Milesight,'123004095,shopify,Active,Hardware,498
